label,sentence
1,"""I think people are happy because Chavez has fallen."
1,"A \nsuccession of officers filled the TV screens to say they \nsupported the people and that the killings were ""not tolerable""."
1,"At the time, Mr Chavez was addressing the nation to assure them \nhis government respected people's right to demonstrate and \nfreedom of the press."
1,"Venezuelans awoke on Friday to a country transformed by the \ndramatic and violent events of the last 24 hours, which left at \nleast 11 people dead and more than 80 injured."
1,"News of Mr Chavez's resignation caused hundreds of flag-waving \nand whistle-blowing Venezuelans to surround the city's air force \nbase, La Carlota, in the hope of seeing Mr Chavez' departure \nfrom the country."
1,The challenge now is to heal the deep \nsocial divisions that exist within the country.
0,Eyewitness Euridice Ledesma said snipers fired on the \nmarchers from rooftops near the palace.
1,Managers were striking because Mr Chavez had filled the \ncompany's board of directors with his supporters.
1,"As tanks surrounded Miraflores, Mr Chavez was holed up with \nsenior military officers in a bid to save his presidency."
1,"Later army chief, General Efrain Vasquez said some ""Bolivarian"" \ngroups were indeed armed."
1,"Despite the announcement, traffic was lighter than a normal \nFriday and many Venezuelans did not turn up for work."
1,Mr Chavez's exit has left Venezuela with a power vacuum and no \nobvious long-term leader.
0,"Earlier his wife, Marisabel, and children had left Caracas in \nthe cover of darkness on a PDVSA jet for Barquisimeto in western \nVenezuela."
1,The country is in shellshock.
1,His second was to announce the end of the three-day general \nstrike he had called with the head of the Confederation of \nVenezuelan Workers (CTV) leader Carlos Ortega in support of \nprotesting managers from state oil company PDVSA.
1,Film footage also caught armed supporters of Mr Chavez firing \nindiscriminately at the marchers.
1,"As marchers called for Mr Chavez's resignation outside \nMiraflores, the presidential palace, shots were fired into the \ncrowd."
1,"These groups were shooting at defenceless \npeople,"" said photographer Luis Gomez."
1,"The country was no longer the Bolivarian Republic of Venezuela, \nin honour of South American independence hero Simon Bolivar, one \nof former president Hugo Chavez's heroes."
0,The name change was \nMr Carmona's first act as head of the transition government.
0,"On Thursday a peaceful rally of \nmore than 100,000 mainly middle class Venezuelans had ended in \nbloodshed."
1,The shootings were the final straw for the military.
0,Mr Chavez is currently detained at Fuerte Tiuna army base in \nCaracas and could face possible charges for his role in the \nkillings.
1,Now it is simply the Republic of Venezuela.
1,"But there\'s \nalso a feeling of uncertainty about how the country\'s obvious \nproblems are going to be solved,"" said Ms Ledesma."
1,The Cabinet endorsed for Diet approval a bill for ratification \nof the Kyoto Protocol as well as a revision bill on measures to \nfight global warming.
1,"The United States, having pulled out of the Kyoto Protocol, is \nnow objecting to its implementation in 2002 being mentioned as \none of the goals for a global environmental agenda being drawn \nup at the United Nations."
1,"The United States has pulled out of the protocol, which obliges \ndeveloped countries to reduce emissions of greenhouse gases, and \nannounced in February a voluntary U.S. plan to slow the growth \nof global warming gasses."
1,"In preparation for ratification, the government has already \nadopted a framework that would achieve the protocol's target on \ngreenhouse gas emissions."
1,U.S. wants Kyoto dropped from U.N. meet agenda
1,"The United States has demanded that wording on bringing the \nKyoto Protocol on global warming into effect in 2002 be excluded \nfrom the implementation documentation of a global environmental \nagenda being drawn up at the third session of the preparatory \nmeeting of the U.N. Conference on Environment and Development \n(UNCED), sources said Thursday."
0,"After the Diet ratifies the protocol, \nwork will begin on cutting gas emissions."
1,"Furthermore, concerning assistance to island countries, although \nthe U.S. delegation agreed to establish satellite observation \nsystems, it demanded that wording about the impact of global \nwarming be deleted."
0,The bill was submitted to the Diet later \nthat day.
1,The delegation said that a causal relation \nbetween unusual climatic phenomena and greenhouse gas emissions \nhas not been proved.
1,"The latest move, a sign that the United States is stiffening in \nits attitude toward the pact, will likely draw the ire of other \ncountries, including those in the European Union as well as \nJapan, which want an early implentation of the Kyoto protocol."
0,"The Kyoto pact grew out of the Conference of the Parties (COP) \nto the U.N. Framework Convention on Climate Change, which itself \ncame out of UNCED."
0,"It also stated developed countries would \ngive financial and technical support to those countries \nvulnerable to climate change, such as island nations, and \nalleviate the global warming's impact by introducing devices \nsuch as satellite observation systems to monitor rising sea \nlevels."
1,Cabinet OK's ratification draft
0,"The implementation documents, being drawn up at an \nintergovernmental meeting at U.N. headquarters in New York, are \nbased on a chairman's paper announced at the second session of \nthe preparatory meeting in January."
1,"The U.S. government delegation, however, demanded that these \nstatements in the chairman's paper be reworded to say that \ncountries would tackle climate change in line with the schedule \nagreed upon at COP7 (the seventh session of COP), which mapped \nout implementation of the Kyoto Protocol at an appropriate time."
1,"The general opinion among other developed countries, however, is \nthat the scientific data is commonly interpreted as linking \ndroughts, floods and rising tides to global warming."
1,The chairman's paper stated that the countries will do their \nbest to ensure 1997 Kyoto Protocol is put into effect in 2002 to \ncurb global warming.
0,"It states how to implement \nAgenda 21--a U.N. global action program for environmental \nrestoration, preservation and social development."
1,"""Our position is clear,"" he continued."
0,Chinese missile tests over Taiwan in 1996 resulted in Washington \ndeploying two aircraft carrier battle groups to the region.
1,"""The Taiwan issue is the most important and sensitive issue at \nthe core of Sino-US relations,"" she said at the biweekly \nministry briefing."
1,"China has considered Taiwan a renegade province since 1949 and \nhas threatened to bring it back by force if it continues to \nindefinitely refuse proposals for ""peaceful reunification."""
1,"China is firmly opposed to the remarks."""
1,"""The continual sale of arms by the United States or upgrading of \nrelations with Taiwan will only lead to tensions across the \nstraits,"" foreign ministry spokeswoman Zhang Qiyue said."
1,"Military tensions in the Taiwan Strait were ""not in the \nself-interests of the United States,"" she warned."
1,"""China has always resolutely opposed any form of official \nexchanges or military intercourse between the United States and \nTaiwan,"" Zhang said."
1,"Zhang said: ""The remarks of the US official are a ... violation \nof US commitments made (on Taiwan) and interference in China \ninternal affairs."
1,China slams US arms sales to Taiwan
1,"""We demand the US strictly abide by the commitments it has made \nto China, correct its erroneous acts or remarks so as to avoid \nnew harm to China-US relations."""
1,Zhang further expressed alarm over Washington's announcement on \nWednesday that defense department officials will soon visit \nTaiwan to discuss the sale of eight diesel electric submarines.
1,Wolfowitz expressed concern about China's continuing deployment \nof forces and tactical missiles to areas across the straits from \nTaiwan.
1,"""The United States is committed to doing whatever it takes to \nhelp Taiwan defend itself,"" said Wolfowitz, echoing President \nGeorge W. Bush\'s remarks made when he first took office last \nyear."
1,"Zhang also bashed remarks made last month by US Deputy Defense \nSecretary Paul Wolfowitz at a meeting in Florida, attended by \nvisiting Taiwanese Defense Minister Tang Yao-Ming."
1,"She refused to confirm an April 26 to May 3 visit by Chinese \nVice President Hu Jintao to Washington, as reported in the Hong \nKong press."
1,"The visit, if Beijing allows it, is widely expected \nto be centered on China's dissatisfaction over the Taiwan issue."
1,"BEIJING: China on Thursday slammed increasingly close ties \nbetween the United States and Taiwan, demanding an end to \nofficial exchanges between the two and to US weapons sales."
1,US officials denied Wolfowitz's remarks reflected a change in US \npolicy on Taiwan.
1,"Beijing has also long refused to establish diplomatic relations \nwith any nation that maintains official contact with Taiwan, \nalthough it has encouraged economic exchanges between Taiwan and \nall nations."
1,"""We don\'t support Taiwan \nindependence, but we oppose the use of force."""
1,"A spokeswoman for the Environment Minister, David Kemp, said \nyesterday that the minister was on his way to talks with the \nEuropean Union in Brussels after a formal visit to Washington, \nand that the Government was still committed to Kyoto."
0,"Asked if the disagreement was also with Australia, Mr Blair \nsaid: ""Yes."
0,"The future of the protocol, which sets targets for all countries \nin an attempt to cut pollution, will be decided this year at a \nmeeting in Johannesburg."
1,Mr Blair told the ABC that greenhouse gases were an area where \nthere was an obvious disagreement with the US.
1,"""The more I read about climate change, the more concerned I \nbecome about this issue."""
1,"The Opposition\'s environment spokesman, Kelvin Thomson, said \nyesterday that Australia ""should not follow the US position on \nclimate change""."
1,He was not sure the Kyoto Protocol actually went far enough.
1,"The British Prime Minister, Tony Blair, disagreed yesterday with \nAustralia's decision to sign a climate change deal with the \nUnited States."
1,Blair not happy with new green deal
1,"Australia's involvement in Kyoto has been in doubt ever since \nthe US President, George Bush, announced last year that \nratifying the protocol would hurt the US economy."
1,"Critics say that on the one hand Australia is saying it does not \nwant to dump Kyoto, yet on the other it is cosying up to the US \n- which does want to dump Kyoto."
1,"The Federal Government denied that the agreement, signed this \nweek, was a signal it was dumping the Kyoto Protocol on \ngreenhouse gases."
1,"But I simply say to people, it is for individual \ncountries to state their own position."""
0,"The Australian-US ""climate action partnership"" involves liaison \nbetween governments, businesses and research bodies on climate \nchange."
1,NASA officials said it was not clear whether the potential \nproblem would delay tonight's planned launch of space shuttle \nEndeavour on a station delivery mission.
0,Some laboratory equipment \nand other items were switched off to conserve power.
0,Russia's Mission Control worked into the night to assess the \nproblem.
0,"The unmanned Progress ship, carrying more than a ton of food, \nfuel and other supplies, was launched from Kazakstan on Monday."
1,Everything was turned back on after Russian engineers determined \nthe supply ship was attached securely enough for the steering \nsystem to operate.
0,"The space station's steering system, turned off for the docking, \nremained off an extra three hours to give Russian flight \ncontrollers time to study the problem."
1,The concern is that a loose fit might damage the orbiting \ncomplex because of the force imparted by a docking shuttle.
1,"It pulled up to the space station right on time, and the linkup \ninitially appeared to go well."
1,But NASA later said Russian flight controllers outside Moscow \ndid not receive the expected indication that the hooks had \nclosed and latched.
1,"CAPE CANAVERAL -- (AP) -- A Russian supply ship docked to the \nInternational Space Station on Wednesday, but may not have \nlatched properly into place."
1,Russian ship might have missed proper linkup with space station
1,"According to UN Information Center in Tehran, he appealed for \nnational reconciliation and underscored the importance of an \ninclusive democratic system in the country."
1,"Tehran, April 16, IRNA -- United Nations Secretary-General Kofi \nAnnan telephoned Hugo Chavez, President of Venezuela on April 15 \nto express satisfaction that the process of restoring \nconstitutional order in Venezuela was underway."
1,"The Secretary-General welcomed the return of calm to the \ncountry, and noted his readiness to assist in the effort to \nstrengthen the democratic dialogue, the rule of law and human \nrights in Venezuela."
1,"In response, President Chavez reiterated his commitment to the \nprinciples of constitutional rule, legality and democracy and \nhis determination to pursue a broad-based national dialogue."
1,Annan welcomes restitution of constitution in Venezuela
1,It highlights what some see as a US double standard in \ninternational law.
1,"British officials have visited the British captives at \nGuantanamo Bay and said they have ""no complaints about their \ntreatment,"" which contrasts greatly with the feelings expressed \nin some of the British press."
1,"""Jack Straw was very strong about this in a way our \ngovernment has not been,"" says Mr. Melham."
1,But the detention by US forces of Australian Taliban fighter \nDavid Hicks has provoked tensions that could fray the bilateral \ngoodwill.
1,Aussies see US double standard
0,Mr. Hicks is one of a handful of Westerners - including three \nBritish fighters - who fought with the Taliban and Al Qaeda.
1,"If Hicks and other foreign captives receive markedly different \ntreatment to Walker, even though all men served the same \nTaliban, Melham predicts damage to the international coalition \nagainst terrorism."
1,"Mr. Williams says ""neither the US nor Australia is in a position \nto begin a prosecution against Hicks,"" acknowledging that he may \nnot have committed any offenses under Australian law."
0,Hicks had also fought \nalongside ethnic Albanian Muslims in the Kosovo Liberation Army \nagainst Serbia in 1999.
1,"""You have to be realistic about the nature of the potential \nthreat that the prisoners who have been transferred to Cuba \nrepresent,"" says Attorney General, Darryl Williams."
1,Now he awaits an uncertain fate and is getting little sympathy \nfrom the Australian government.
1,"""You\'re now getting a lot of callers saying he is an \nAustralian citizen, and Australia is not the 51st state of \nAmerica,"" she says."
1,"""Clearly, if it were not for our relations with the US, we would \nbe protesting his continued imprisonment without proper trial,"" \nsays Justice John Dowd, a former conservative attorney general \nwho is also president of the Australian chapter of the \nInternational Commission of Jurists."
1,"Perhaps the best indicator of the changing tone is the popular \npress, which a month ago labeled Hicks a traitor."
1,"""You will have people saying why are \ndifferent standards being applied, on the basis of nationality, \nfor what appears to be the same offenses."""
1,"Simply put, American John Walker Lindh now faces a civilian \ntrial in the US. But some 400 foreign detainees - who are being \nheld without charges in Cuba and Afghanistan - and could face US \nmilitary tribunals."
1,"""The Australian government \nis, frankly, pathetic in that, for the argument of convenience, \nwe are letting this man be held in conditions that clearly \nviolate established conventions on the treatment of prisoners."""
1,"No opinion polls have been taken, but talk \nradio, a popular medium that politicians use as a barometer of \nnational opinion, is running slightly against him, according to \nthe media monitoring agency Rehame Australia."
1,"Not only has Australia\'s opposition Labor Party called for \nHicks, currently held at Guantanamo Bay, Cuba, to be returned \nhome, but a Supreme Court justice has described Hicks as ""a \ncasualty"" of his own government\'s attempt to maintain favor in \nWashington."
0,"""They have \nbeen trained to be terrorists and to act in accordance with the \nobjective of Al Qaeda."
1,And public opinion was solidly \nbehind the war effort.
0,"Hicks, a 26-year-old Muslim convert from Adelaide in South \nAustralia, was captured Dec. 9 by Northern Alliance troops in \nAfghanistan, where he had been fighting with Taliban forces, and \nlater handed over to the Americans."
1,Opposition justice spokesman Darryl Melham says the Australian \ngovernment's refusal to demand consular access to its citizen \ncompares poorly with British Foreign Secretary Jack Straw's \nimmediate insistence that three British nationals captured with \nAl Qaeda should face neither a military tribunal nor the death \npenalty.
1,"That makes them about as dangerous as a \nperson can be in modern times."""
1,"So far, a slight majority of Australians seem indifferent to \nDavid Hicks's fate."
1,"This week, \nSydney\'s Sun-Herald said he was not a traitor but ""a naive, \npatently stupid young man who chose the wrong heroes."""
1,"SYDNEY, AUSTRALIA - Within days of the Sept. 11 attacks on New \nYork and Washington, Australia was one of the first countries to \noffer support for the US war against terrorism - pledging 1,500 \ntroops to the Afghan offensive."
0,"But according to media analyst Kate Flanders, dissent is \nemerging."
0,"The US government classifies the men as ""illegal combatants,"" \nnot prisoners of war, and therefore they don\'t have the rights \nlaid out in the Geneva Convention."
1,"""The Americans seem \nto have retreated from an earlier position of the death penalty \nfor foreigners, but we are still worried about the extent to \nwhich this guy\'s legal rights are being subjugated to the \nAustralian government\'s shuttle diplomacy with the US."""
1,"Finally, the document stresses the \nimportance of the Pilot Program for Protection of Tropical \nForests (PPG-7) and German participation in the program."
1,"Brasilia, 14 (Agencia Brasil - ABr) - In a document entitled \nPartnership Brasil-Germany: Action Plan, both countrires have \nexpressed interest in seeing the Kyoto Protocol take effect by \nthe Sustainable Development Summit (Rio+10), that takes place in \nSouth Africa, next September."
1,Brazil and Germany also call on \nother countries to ratify the protocol and work to enforce it.
1,The document also states that Brazil and Germany intend to \nexpand cooperation in the area of environment and sustainable \ndevelopment.
1,Both countries expect to present common positions \nat the Rio+10 meeting.
1,Brazil and Germany call for implementation of Kyoto Protocol by September
1,"So those poor bullet-scarred statues made everyone look sad and \nfoolish, and their final immolation a year ago put them out of \ntheir misery, so to speak."
1,But \nthe Taliban commander who aimed that RPG was certainly ascribing \nhuman characteristics to a lump of stone.
1,"On both sides of the \ndivide after that gratuitously destructive event, anything went."
1,"Which was most \ndisturbing of all, because such was the very sin that rocket was \nsupposedly intended to expunge."
1,"Even at the time, though, this was a stretch for even the most \nardent apologist."
1,Their prayers are now led by a victorious \nenemy soldier - what could be worse?
1,"Which, one supposes, was indeed the motivation of those who blew \naway those statues to leave two giant holes in the Afghan \nlandscape, in the process paying unthinking tribute to some of \nthe Buddha's subtlest and most profound teachings on the nature \nof impermanence and the perils of delusion."
1,"Of all the unconscionable things the Taliban did to Afghan \nsociety in the six years of their reign, their demolition of the \nBuddhas of Bamiyan last March cleaved the rift between \ncivilisations that was rammed wide open by hijacked aircraft \nover America just six months later, and which the US has since \ncauterised with the molten metal of its military might."
0,"The other had a big hole in its \ncrotch, at which someone had launched a rocketpropelled grenade \nback in '98."
1,"His clothes probably never looked quite like that - the \nstatues' fashion sense had been clearly influenced by the \nGreeks, what with Alexander the Great having passed through on \nhis way to giving up with India."
1,The veil of compassion was hardly elastic \nenough to pull over those two great big holes in the earth.
1,"AS Camp X-ray in Cuba's Guantanamo Bay continues to fill with \nMuslim militants who had sworn to die rather than be captured, \neven the little we see of their situation makes it clear they're \nin hell."
1,"Besides, those statues had been defaced long before they were \nfinally reduced to rubble."
1,"The suffering of these particular prisoners is, indeed, \nparticularly great."
1,"It's been almost a year since the Taliban blew up those \nmonumental 1,500-year-old sandstone statues in northcentral \nAfghanistan, at which time the only way for the rest of us to \nhandle the insult to human sensibilities was to emulate the \nGautama Buddha himself, and profess relief."
1,"Those statues probably hadn't been a good likeness of him, \nanyway."
1,"Anxiety arises, however, from the sense that the cultural gulf \nbetween these prisoners and their captors is so vast that the \nlatter genuinely do not see how a diet of peanut butter and \nbagel chips can be considered cruel and inhuman punishment."
1,"That was the moment at which the fabric of compassion tore, and \nworlds cracked apart; when the contrast and conflict of \ncivilisational values became so great as to remove any sense of \ncommon ground - even on which to do battle."
1,"The United States dismisses such concerns: it's a \nprison, after all; remember the Black Hole of Mazar-iSharif."
1,"Still, it might be doubly difficult for the Afghans among them \never to go back, if the new administration of their home country \ngoes ahead with rebuilding the Buddhas of Bamiyan for their \npotential as a tourist attraction."
1,"Crouched in their cages in Cuba, they must know that back in \nAfghanistan TVs are glowing, Bollywood is bellowing, men are \nshaving, women unveiling and sending their daughters to school."
1,"One can feel sorry for the hapless vanquished now on that limbo \nrock in the Caribbean, and hope that some might follow the \nthreads of their tortured consciences back out of the labyrinth, \nhaving duly met and been eaten by the Minotaur."
0,One of them had lost not just its \nface but its entire head.
1,"As for likenesses, the Buddha said on his deathbed: ""All \ncomposite things arise and decline."
1,"And so it has come ironically to pass that, one year on, a new \nAfghan order is dreaming of rebuilding those statues, while \nwhat's left of the Taliban now sits in cells a world away, \nbeardless, bald and clad in saffron."
1,"And did, spectacularly."
1,"Quite a lot, as it happens."
1,Midweek: Wheel turns with a vengeance for the Taliban
1,"Many in the outside world are disturbed by conditions in \n""Gitmo""."
1,"Judging by its demeanour, the statue hadn't felt a thing."
1,So he is unlikely to have been enamoured of statues.
1,"Work out your salvation with \ndiligence."""
1,The Chinese leader said President Mubarak telephoned him after \nlast September 11th incidents urging him to do his best for \nsaving the peace process between Palestinians and Israel.
1,"He said all parties concerned should work for resuming peace \nnegotiations as soon as possible, based on the United Nations \nresolutions on the Middle East issues, the principle of land for \npeace and commitment to agreements and notes of understandings \nwhich have been reached."
1,"He said China is prepared to cooperate with Egypt in the \ntechnological field at various levels, indicating that there are \nhigh prospects for cooperation in the fields of scientific \nresearch, technology, industry and human resources development."
1,"The Chinese President said his country objects to the Israeli \npolicies represented in military attacks, economic siege on \nPalestinians and expansion of the Jewish settlements as well as \nto the acts of violence against innocent civilians."
1,"He said his country has repeatedly, through proper diplomatic \nchannels, urged the Israeli side to fulfill its pledges and to \nrespond favorably to endeavors aimed at reaching a settlement in \nthe Middle East through negotiations."
0,"In an interview with AL Ahram newspaper, the Chinese President \nsaid economic and commercial relations between Egypt and China \nhave witnessed a balanced development adding that the volume of \neconomic and commercial cooperation expanded to register 900 \nmillion dollars in the year 2000, up with 21 than the preceding \nyear."
1,The Chinese President said the economic open door policy and \nreform in China has managed to establish a strong economic \nstructure and has enhanced Chinese competitiveness.
1,Commercial relations between Egypt and China witnessed much development
1,"He indicated that China would continue to play its role in \nsupporting the peaceful settlement in the Middle East adding \nthat he would discuss with President Bush, who will visit \nBeijing next month, ways of reactivating the peace process \nbetween Palestinians and Israelis."
1,"The Chinese President said China fully supports the restoration \nby the Palestinian people of their legitimate rights including \nthe right to establish the Palestinian State, adding that China \nrecognized Palestinian State when it was declared in 1988."
1,"Chinese President Jiang Zemin said he would probe with President \nMubarak who will start an official visit to Beijing next \nWednesday, strategic cooperation between the two countries, hot \ninternational issues such as combating terrorism, the situation \nin the Middle East and in Afghanistan."
1,The Chinese President said the key to solve the issue of the \nMiddle East lies in reaching a just settlement for the \nPalestinian cause and return of the land occupied by Israel.
1,"The Chinese President said the September 11 incidents have \nshocked the world and imposed many changes, referring to the \nemergence of problems with universal nature such as \ninternational terrorism, adding that multi-polar system is the \nonly guarantee for the establishment of international system."
0,"Russia pioneered space \ntourism in April, 2001, when the Californian millionaire Denis \nTito was taken to the ISS for a ten-day space trip."
1,Russia needs space tourists
0,"At present, citizens from Poland, Japan and the United States \nare being tested by Rosaviakosmos."
0,"Yuri Koptev, the director of the Russian Aerospace Agency, \nRosaviakosmos, confirmed that Russia is looking for space \ntourists to visit the International Space Station (ISS) in \nOctober."
0,"""There is a free place for the flight in October and we \nare looking for someone who would like to take it"", he declared."
1,"If you want a holiday in space and have the means to pay for it, \nRussia offers you the trip of a lifetime."
0,"In April, 28-year-old South African millionaire Mark \nShuttleworth will visit the station."
1,Zimbabwe had \nignored its commitment to a free and fair poll.
1,"The US said the election, extending Mugabe\'s 22-year rule for \nanother six years, was ""fundamentally flawed""."
1,Information Minister Jonathan Moyo said the result was a blow to \nBritish Prime Minister Tony Blair whom Mugabe accuses of \nsponsoring Tsvangirai.
0,"He said the \nformer guerilla won his fifth term as leader after taking \n1,685,212 votes against 1,258,401 for Tsvangirai."
1,"Norwegian and local observers said thousands of people, mostly \nin opposition strongholds, had been prevented from voting."
1,The opposition leader said his Movement for Democratic Change \n(MDC) would not accept the result.
0,Registrar-General Tobaiwa Mudede declared Mugabe the winner \nafter results were in from all 120 constituencies.
1,Several hundred Mugabe supporters danced in celebration and \ncarried mock coffins for Tsvangirai in two Harare townships.
1,"""The election results ... do not reflect the true will of the \npeople of Zimbabwe and are consequently illegitimate,"" he said."
0,South Africa and Nigeria together with Australia comprise a \nspecial Commonwealth group given the power to take measures \nagainst Zimbabwe if the election is deemed not to have been free \nand fair.
0,Small groups of armed \nriot police moved into Harare townships loyal to Tsvangirai.
1,"But observers from South Africa, Namibia and Nigeria all said \nMugabe's re-election was legitimate."
0,One \nof the coffins was draped in the US flag.
0,The MDC said dozens of heavily armed soldiers had surrounded its \noffice in the second city of Bulawayo.
1,Mugabe's government dismissed criticism of the election.
1,Two State Department officials said Washington aimed to impose \nfinancial restrictions against any assets in the US held by \nMugabe and senior members of his government but could not say \nwhen they would take effect.
1,Mugabe won polls unfairly says West
1,"A deep split appeared between Western nations and African \ncountries monitoring the vote, who closed ranks behind Mugabe, \ncalling the election legitimate."
1,"President Rob-ert Mugabe swept back to power in Zimbabwe \nyesterday after an election fiercely condemned by local \nmonitors, the opposition and the West but praised by African \nnations."
0,Zimbabwe security forces went on high alert and erected \nroadblocks around Harare after the result was announced.
1,"The former colonial power Britain said that Mugabe had held on \nto power through a ""systematic campaign of violence and \nintimidation""."
1,"Opposition leader Morgan Tsvangirai, easily beaten by the \nveteran president according to official results, said Mugabe had \nstolen the vote through violence and intimidation and by \npreventing hundreds of thousands of people from voting."
1,"The government refused to accredit most independent Zimbabwean \nvoting monitors, but many of them showed up outside of polling \nstations anyway."
1,"""The intention, of course, is that you frustrate as many voters \nas you can."
1,Police have canceled scores of opposition rallies and Mugabe has \nused his presidential powers to restore controversial election \nlaws struck down by the Supreme Court that appear to make it \neasier to rig the vote.
0,"His aides \nwere informed of the gaffe, and he was whisked to another \nstation, where his name was listed."
1,The few pre-election polls reveal voters' fears - with one \nreporting that 70 percent of people questioned refused to say \nwho they would vote for.
1,"Mugabe is trying to move the goal posts to \ndisenfranchise people, these people he thinks will vote against \nhim,"" Tsvangirai said, urging voters in line to be patient."
1,Human rights groups and many political analysts say that the \ncampaign was too tainted for elections to be free and fair.
1,"Following a campaign wracked by intense violence and \nintimidation blamed on the ruling party, opposition leader \nMorgan Tsvangirai said he was pleased to see so many people \nvoting, believing a strong turnout favored him over the man who \nhas ruled this country since independence in 1980."
1,"""They are supporters of the opposition,"" he said."
1,"Some 150 people have died in politically motivated violence over \nthe last two years, many of them black opposition activists \nbelieved to have been killed by ruling party militants."
0,"At one polling station on the outskirts of the capital, Harare, \nbetween 800 and 1,000 people were standing in line, but only \nabout 100 people had voted in 21/2 hours."
1,"But have courage, people of Zimbabwe, the darkest hour \nis always before the dawn,"" Tsvangirai said in a statement."
1,"""That\'s my secret, I can\'t tell you,"" Ronnie Dube, a 48 year-old \ncarpenter, said when asked how he would vote."
0,Government officials declined to \ncomment on the deployment.
1,"""I know you are tired; I know you are scared and I know you are \nhungry."
1,He \nurged supporters Saturday to vote despite government \nintimidation.
1,"Tsvangirai (pronounced CHAN-ger-ai), a union leader, is \npromising reforms in this southern African nation, which is \nmired in its worst economic crisis since independence."
1,"""It is not \nonly prejudice, it is bias against the (ruling party), bias \nagainst President Mugabe, and bias in favor of the opposition."""
0,"Voting went smoothly in the village of Nkayi, one of the \ncommunities hardest hit by pre-election violence, about 90 miles \nnorth of Bulawayo."
1,"But with voting going very slowly at some stations, Tsvangirai \naccused authorities of holding things up to hurt his chances in \nthe two days of voting."
0,"But Friday night an opposition polling agent \nsaid she was harassed by ruling party militants, who also sat in \nfront of the polling station chanting slogans Saturday morning, \nopposition officials said."
1,Mugabe's name did not appear on the list at the polling station \nin the Harare township where he had planned to vote.
0,"Lines snaked around polling stations in Harare, one of them more \nthan a mile long."
1,"Mugabe, whose rule had never faced significant dissent until \nrecent years with the economic troubles, has painted Tsvangirai \nand his Movement for Democratic Change as servants to white \ninterests and Western powers who want to see the country fail."
0,"In the rural town of Chininga, 12 farmers were \narrested after helping election monitors reach polling stations, \nthe Commercial Farmers Union said Saturday."
1,"Two weeks ago, Tsvangirai was charged with treason in connection \nwith an alleged plot to assassinate Mugabe."
1,"After casting his ballot, Mugabe lashed out at his critics."
1,"""I want to vote \nfor a good future."""
1,"The opposition had asked the Supreme Court to overturn Mugabe's \ndecree restoring the controversial election laws, as well as to \nresolve confusion over voter registration and the location of \npolling stations and allow the polls to remain open if long \nlines made it impossible for some to vote."
0,Zimbabwean presidential vote begins
1,"Tsvangirai, 49, is promising to revive the economy, end \ncorruption and promote a more orderly land reform system."
1,"Mugabe, 78, has promised public works initiatives if he is \nre-elected and has pledged to continue his controversial program \nof seizing white-owned farms and giving them to landless blacks."
1,People were also uncertain about \nwhere to vote.
0,"Inflation \nis over 110 percent, unemployment at 60 percent, and hundreds of \nthousands of people are going hungry."
1,"The number of polling \nstations in urban areas, considered opposition strongholds, were \ncut by half by the government."
1,The court decided \nFriday night to defer a decision until after the election.
0,"The lines were far longer than during \nparliamentary elections in June 2000, which saw a strong \nchallenge to Mugabe's Zimbabwe African National Union Patriotic \nFront party, though it narrowly won."
1,The opposition says scores of its \npolling agents have been detained or harassed
1,"HARARE, Zimbabwe (AP) - Zimbabweans waited in long lines outside \npolling stations Saturday, some knitting and playing with their \nchildren, while waiting for the chance to vote in elections that \npresent the strongest challenge yet to President Robert Mugabe."
1,"In what appeared to be a show of force, witnesses in Harare \nreported unusually large number of soldiers and military \nvehicles around the capital."
0,Whites make up less than one percent of the country's population \nbut own about a third of the nation's commercial farmland.
0,"Enlisting these initiatives, it recalled that these include \npromulgation of the Juvenile Justice System Ordinance, the \nestablishment of a permanent commission on the status of women, \npolice and jail reforms, national policy and plan of action for \nelimination of child labour and establishment of a fund for \nrehabilitation of working children."
0,"The government, it added, has amended Pakistan Citizenship Act \nof 1951 to enable women of Pakistani descent to claim Pakistani \nnationality for their children born to foreign husbands."
1,"""The cause of human rights would be better served if all states, \nin a spirit of cooperation and understanding address the \nproblems they face in promoting and protecting human rights,"" it \nsaid."
1,"Despite these developments, the report \nstates ""the government\'s human rights record remained poor."""
0,"It pointed out that all the goals set at an \nApril 2000 human rights conference had been achieved, which it \nadded had been ignored by the report."
1,"""This is unacceptable and a gross misstatement of the facts."
0,"A mass \nawareness campaign was launched as part of the observance of the \nYear 2000 as the year of Human Rights and Human Dignity, it \nadded."
1,"Recently the system of joint electorates \nhas been introduced respecting the wishes of the minority \ncommunities, it said."
1,"ISLAMABAD, March 5: The government on Tuesday rejected the US \nState Department Report on human rights as ""factually inaccurate \nand unwarranted"" adding that it reflected tendency of some \nstates to sit in judgment on others."
1,"""The reports fails to acknowledge the important policy measures \nand initiatives by the government of Pakistan to promote and \nprotect human rights,"" said a statement issued by Foreign Office \nspokesman in which the report was termed as factually inaccurate \nand unwarranted."
0,It signed the Optional Protocols to Convention \non the Rights of Child.
1,"The \ngovernment of Pakistan therefore, feels constrained to reject \nthe assessment of the report about Pakistan, and the tendency of \nsome states to sit in judgment over others."""
0,"In addition, it said, Pakistan also ratified ILO Conventions 100 \non equal remuneration and 182 on the elimination of worst forms \nof child labour."
1,US human rights report termed inaccurate
